"English","Hindi"
"Use of laser pointers or any bright beams of light directed at artworks is prohibited as it may damage sensitive surfaces.","कलाकृतियों पर लेज़र प्वॉइंटर या किसी तेज़ प्रकाश किरण का उपयोग प्रतिबंधित है क्योंकि इससे संवेदनशील सतहों को क्षति हो सकती है।"
"Professional photo or film shoots require prior written permission from the administration office and may attract separate location charges.","पेशेवर फोटो या फिल्म शूट के लिए प्रशासनिक कार्यालय से पूर्व लिखित अनुमति आवश्यक है और इस पर अलग स्थान-शुल्क लागू हो सकता है।"
"Children under the age of 12 must remain under the close supervision of parents or guardians throughout their visit.","12 वर्ष से कम आयु के बच्चों को पूरे दौरे के दौरान अभिभावकों की निगरानी में रहना अनिवार्य है।"
"Visitors are requested to maintain silence in all galleries to respect other guests and to preserve the contemplative atmosphere.","दर्शकों से अनुरोध है कि वे अन्य आगंतुकों के सम्मान और चिंतनशील वातावरण बनाए रखने के लिए सभी दीर्घाओं में शांति बनाए रखें।"
"Use of loudspeakers Bluetooth speakers or musical instruments is not permitted anywhere within the museum premises.","संग्रहालय परिसर में लाउडस्पीकर ब्लूटूथ स्पीकर या वाद्ययंत्रों का उपयोग कहीं भी अनुमत नहीं है।"
"Lost children should be brought immediately to the nearest attendant or the main information desk so that announcements can be made.","भटके हुए बच्चों को तुरंत निकटतम कर्मचारी या मुख्य सूचना डेस्क तक लाया जाए ताकि घोषणा की जा सके।"
"The museum is under continuous CCTV surveillance for the safety of visitors and objects; activities in all public areas are recorded.","दर्शकों और वस्तुओं की सुरक्षा के लिए संग्रहालय निरंतर सीसीटीवी निगरानी में रहता है; सभी सार्वजनिक क्षेत्रों की गतिविधियाँ रिकॉर्ड की जाती हैं।"
"Emergency exits are clearly marked with illuminated signs; in case of an alarm visitors must follow staff instructions without delay.","आपातकालीन निकास प्रकाशयुक्त संकेतों से स्पष्ट रूप से दर्शाए गए हैं; अलार्म की स्थिति में दर्शकों को बिना देरी के कर्मचारियों के निर्देशों का पालन करना होगा।"
"Fire drills may be conducted periodically; participation is mandatory but there is no cause for panic during scheduled exercises.","समय-समय पर अग्नि अभ्यास किए जा सकते हैं; भागीदारी अनिवार्य है परंतु निर्धारित अभ्यास के दौरान घबराने की आवश्यकता नहीं है।"
"For conservation reasons temperature and humidity levels are controlled; doors to climate-controlled galleries should not be kept open unnecessarily.","संरक्षण कारणों से तापमान और आर्द्रता नियंत्रित रखी जाती है; जलवायु नियंत्रित दीर्घाओं के दरवाज़े अनावश्यक रूप से खुले न रखें।"
"Visitors suffering from flu-like symptoms are requested to postpone their visit and may be denied entry during public health advisories.","फ़्लू जैसे लक्षणों से ग्रस्त दर्शकों से अनुरोध है कि वे अपनी यात्रा टाल दें और सार्वजनिक स्वास्थ्य परामर्श के दौरान प्रवेश भी रोका जा सकता है।"
"Public guided tours are conducted in multiple languages; visitors should check the daily schedule at the information kiosk.","सार्वजनिक निर्देशित भ्रमण अनेक भाषाओं में आयोजित किए जाते हैं; दैनिक कार्यक्रम की जानकारी सूचना कियोस्क पर देखें।"
"Use of skateboards roller skates or scooters is forbidden anywhere within the building and its immediate forecourt.","भवन और उसके अग्रभाग में स्केटबोर्ड रोलर स्केट या स्कूटर का उपयोग पूर्णतः प्रतिबंधित है।"
"Only service animals with appropriate identification are allowed; pets and companion animals are not permitted inside.","केवल उचित पहचान वाले सेवा-पशुओं को ही प्रवेश की अनुमति है; पालतू या संग-साथी जानवरों को अंदर आने की अनुमति नहीं है।"
"The museum may close specific wings early on days when special events or private functions are scheduled in those areas.","जिन दिनों विशेष कार्यक्रम या निजी आयोजन निर्धारित हों उन क्षेत्रों की संबंधित दीर्घाएँ समय से पहले बंद की जा सकती हैं।"
"Visitors are advised not to bring valuable jewellery or large amounts of cash; the museum will not be responsible for any loss.","दर्शकों को सलाह दी जाती है कि वे महँगा आभूषण या अधिक नकदी न लाएँ; किसी भी प्रकार की क्षति के लिए संग्रहालय उत्तरदायी नहीं होगा।"
"Use of drones remote-controlled devices or aerial cameras is strictly prohibited over and around the heritage complex.","धरोहर परिसर के ऊपर और आसपास ड्रोन रिमोट-नियंत्रित उपकरण या हवाई कैमरों का उपयोग सख्ती से प्रतिबंधित है।"
"All commercial use of images taken within the premises requires written approval; personal photography must not interfere with other visitors.","परिसर के भीतर ली गई छवियों के किसी भी व्यावसायिक उपयोग के लिए लिखित स्वीकृति आवश्यक है; व्यक्तिगत फोटोग्राफी से दूसरों को असुविधा नहीं होनी चाहिए।"
"Smoking including e-cigarettes and vaping devices is banned in all indoor and outdoor areas of the museum property.","धूम्रपान जिसमें ई-सिगरेट और वेपिंग उपकरण शामिल हैं संग्रहालय की सभी आंतरिक और बाहरी क्षेत्रों में प्रतिबंधित है।"
"Ticket holders must retain their tickets or digital passes until the end of their visit and present them on request.","टिकट धारकों को अपने टिकट या डिजिटल पास पूरे भ्रमण के दौरान सुरक्षित रखना होगा और मांगने पर दिखाना होगा।"
"The use of pens with permanent ink near manuscripts and rare documents is discouraged; pencils are available at the information desk.","हस्तलिपियों और दुर्लभ दस्तावेज़ों के पास स्थायी स्याही वाले पेन के उपयोग को हतोत्साहित किया जाता है; सूचना डेस्क पर पेंसिल उपलब्ध हैं।"
"Flashlights and high-intensity torches may disturb both other visitors and sensitive objects and are therefore not allowed.","टॉर्च या तेज़ प्रकाश अन्य दर्शकों और संवेदनशील वस्तुओं दोनों को प्रभावित कर सकते हैं अतः इनका उपयोग अनुमत नहीं है।"
"Any suspicious behaviour unattended baggage or damage to property should be reported immediately to the nearest staff member.","किसी भी संदिग्ध व्यवहार बिना निगरानी वाले सामान या संपत्ति को हुए नुकसान की तुरंत सूचना निकटतम कर्मचारी को दें।"
"Public seating is limited inside the galleries; visitors who require frequent rest may use the benches in the central courtyard.","दीर्घाओं के भीतर सार्वजनिक बैठने की व्यवस्था सीमित है; बार-बार विश्राम की आवश्यकता वाले दर्शक केंद्रीय प्रांगण की बेंचों का उपयोग कर सकते हैं।"
"The museum shop offers authenticated reproductions of selected objects; unauthorized replicas sold outside are not endorsed.","संग्रहालय की दुकान पर चयनित वस्तुओं की प्रमाणित प्रतिकृतियाँ उपलब्ध हैं; बाहर बेची जा रही अनधिकृत प्रतिकृतियों को मान्यता नहीं दी जाती।"
"Use of chalk stickers or any marking material on walls floors or railings is prohibited; offenders may be fined for vandalism.","दीवारों फर्श या रेलिंग पर चॉक स्टिकर या किसी भी प्रकार का निशान बनाना प्रतिबंधित है; ऐसा करने वालों पर तोड़फोड़ का जुर्माना लगाया जा सकता है।"
"In case of a medical emergency visitors should remain calm and inform staff who will coordinate with on-site first-aid personnel.","चिकित्सकीय आपात स्थिति में दर्शक शांत रहें और कर्मचारियों को सूचित करें जो ऑन-साइट प्राथमिक उपचार कर्मियों से समन्वय करेंगे।"
"Visitors participating in workshops must report to the designated studio at least ten minutes before the scheduled start time.","कार्यशालाओं में भाग लेने वाले दर्शकों को निर्धारित स्टूडियो में कार्यक्रम समय से कम से कम दस मिनट पहले उपस्थित होना होगा।"
"For safety reasons children are not allowed to climb on plinths railings or any structural elements within the monument.","सुरक्षा कारणों से बच्चों को स्मारक के चबूतरों रेलिंग या किसी भी संरचनात्मक हिस्से पर चढ़ने की अनुमति नहीं है।"
"During periods of extreme heat certain outdoor sections of the heritage site may be closed; drinking water points are indicated on maps.","अत्यधिक गर्मी के समय धरोहर स्थल के कुछ बाहरी हिस्से बंद किए जा सकते हैं; पेयजल बिंदु नक्शों पर दर्शाए गए हैं।"
"Visitors are advised to wear comfortable footwear as the heritage complex may involve walking over uneven surfaces and stone steps.","दर्शकों को सलाह दी जाती है कि वे आरामदायक जूते पहनें क्योंकि धरोहर परिसर में असमान सतहों और पत्थर की सीढ़ियों पर चलना पड़ सकता है।"
"Night-time illumination of the site is part of the visitor experience; flashlights should be used only on pathways not toward monuments.","स्थल का रात्रिकालीन प्रकाशन दर्शनीय अनुभव का हिस्सा है; टॉर्च का उपयोग केवल मार्गों पर करें न कि स्मारकों की ओर।"
"Ticket counters will stop issuing entry passes thirty minutes before the scheduled closing time of the monument.","स्मारक के निर्धारित बंद होने से तीस मिनट पूर्व टिकट काउंटर पर प्रवेश पास देना बंद कर दिया जाएगा।"
"Pets are not allowed in the heritage gardens to protect plantings and wildlife; only registered guide dogs may accompany visitors with disabilities.","पौधों और वन्यजीव की सुरक्षा के लिए धरोहर उद्यानों में पालतू जानवरों की अनुमति नहीं है; केवल पंजीकृत गाइड डॉग ही दिव्यांग दर्शकों के साथ आ सकते हैं।"
"Climbing on ancient walls gateways or domes is dangerous and illegal; violators may face prosecution under heritage protection laws.","प्राचीन दीवारों द्वारों या गुंबदों पर चढ़ना खतरनाक और गैरकानूनी है; उल्लंघन करने वालों पर धरोहर संरक्षण कानूनों के तहत कार्रवाई हो सकती है।"
"The use of chalk powder colours or decorative materials on carved stone surfaces is strictly forbidden to prevent irreversible damage.","नक्काशीदार पत्थर की सतहों पर चॉक पाउडर रंग या सजावटी पदार्थों का उपयोग सख्ती से प्रतिबंधित है ताकि अपरिवर्तनीय क्षति रोकी जा सके।"
"Organized tour groups must ensure that commentary is delivered at a moderate volume using whisper systems rather than loudspeakers.","संगठित पर्यटन समूहों को चाहिए कि वे टिप्पणी धीमी आवाज़ में व्हिस्पर सिस्टम के माध्यम से दें न कि लाउडस्पीकर से।"
"The central courtyard may be closed during heavy rain or storms; visitors are requested to seek shelter in the nearest covered area.","भारी वर्षा या तूफान के समय केंद्रीय प्रांगण बंद किया जा सकता है; दर्शकों से अनुरोध है कि वे निकटतम आच्छादित स्थान पर शरण लें।"
"Use of candles incense sticks or any open flame within the heritage precinct is prohibited due to fire risk.","आग के जोखिम के कारण धरोहर परिसर के भीतर मोमबत्ती अगरबत्ती या कोई भी खुली लौ का उपयोग प्रतिबंधित है।"
"Vendors and hawkers are not allowed inside the protected area; only licensed kiosks in designated zones may sell refreshments or souvenirs.","संरक्षित क्षेत्र के भीतर फेरीवालों और ठेलों की अनुमति नहीं है; केवल निर्धारित क्षेत्रों में लाइसेंस प्राप्त कियोस्क ही अल्पाहार या स्मृति चिन्ह बेच सकते हैं।"
"Public urination or littering anywhere within the complex is an offence and may invite spot fines as per local regulations.","परिसर के भीतर कहीं भी सार्वजनिक स्थान पर पेशाब करना या कूड़ा फेंकना दंडनीय है और स्थानीय नियमों के अनुसार मौके पर जुर्माना लगाया जा सकता है।"
"Students conducting surveys or research must carry an authorization letter from their institution and register at the site office.","सर्वे या शोध करने वाले विद्यार्थियों को अपने संस्थान का प्राधिकरण पत्र साथ रखना होगा और साइट कार्यालय में पंजीकरण करना होगा।"
"Tripods large reflectors and light stands are not permitted during normal visiting hours and may only be used during authorized shoots.","ट्राइपॉड बड़े रिफ्लेक्टर और लाइट स्टैंड सामान्य दर्शनीय समय में अनुमत नहीं हैं और केवल अधिकृत शूट के दौरान ही उपयोग किए जा सकते हैं।"
"Festival decorations and temporary structures must be approved in writing in advance to ensure that no permanent features are disturbed.","त्योहारों की सजावट और अस्थायी संरचनाओं के लिए यह सुनिश्चित करने हेतु अग्रिम लिखित स्वीकृति आवश्यक है कि स्थायी ढांचे प्रभावित न हों।"
"Visitors are requested not to pluck flowers leaves or fruits from historic trees or landscaped areas within the compound.","दर्शकों से अनुरोध है कि वे परिसर के ऐतिहासिक वृक्षों या उद्यान क्षेत्रों से फूल पत्तियाँ या फल न तोड़ें।"
"Cycles and motorbikes must be parked only in the designated parking zones outside the main gate; riding inside the monument area is not allowed.","साइकिल और मोटरसाइकिल केवल मुख्य द्वार के बाहर निर्धारित पार्किंग क्षेत्रों में ही खड़ी की जाएँ; स्मारक क्षेत्र के भीतर सवारी की अनुमति नहीं है।"
"Public address announcements will be made in more than one language; visitors are advised to pay attention to safety messages.","सार्वजनिक उद्घोषणाएँ एक से अधिक भाषाओं में की जाएँगी; दर्शकों को सुरक्षा संदेशों पर ध्यान देने की सलाह दी जाती है।"
"During special light-and-sound shows visitors must occupy only the marked seating areas and avoid standing on walls or parapets.","विशेष लाइट-एंड-साउंड शो के दौरान दर्शकों को केवल चिह्नित बैठने के क्षेत्रों में बैठना चाहिए और दीवारों या परापेट पर खड़े होने से बचना चाहिए।"
"Waste bins have been placed at regular intervals; visitors are requested to dispose of all litter responsibly and help keep the site clean.","नियमित अंतराल पर कूड़ेदान रखे गए हैं; दर्शकों से अनुरोध है कि वे सभी कचरे को जिम्मेदारी से फेंककर स्थल को स्वच्छ रखने में सहयोग करें।"
"Guides recognized by the competent authority carry official identity cards; visitors are advised to use only authorized guide services.","प्राधिकृत गाइड के पास आधिकारिक पहचान पत्र होता है; दर्शकों को सलाह दी जाती है कि वे केवल अधिकृत गाइड सेवाओं का ही उपयोग करें।"
"Temporary closure of sections due to repairs or conservation will be indicated by signboards; visitors should not cross safety barricades.","मरम्मत या संरक्षण के कारण हिस्सों की अस्थायी बंदी बोर्डों द्वारा दर्शाई जाएगी; दर्शकों को सुरक्षा बैरिकेड पार नहीं करना चाहिए।"
"A strictly enforced no-honking zone extends around the outer perimeter of the heritage site to preserve the tranquil environment.","शांत वातावरण बनाए रखने के लिए धरोहर स्थल की बाहरी परिधि के चारों ओर कड़ी निगरानी वाला नो-हॉर्न क्षेत्र लागू किया गया है।"
"During high footfall days entry may be regulated in batches; ticket holders are requested to cooperate with crowd management measures.","अधिक भीड़ वाले दिनों में प्रवेश बैचों में नियंत्रित किया जा सकता है; टिकट धारकों से अनुरोध है कि वे भीड़ प्रबंधन उपायों में सहयोग करें।"
"Use of chalk rangoli or coloured powders directly on historic flooring is not permitted; only removable mats may be decorated.","ऐतिहासिक फ़र्श पर सीधे चॉक रंगोली या रंगीन पाउडर का उपयोग अनुमत नहीं है; केवल हटाए जा सकने वाले मैट पर सजावट की जा सकती है।"
"Visitors who notice any crack seepage or structural damage should promptly inform the site office or the nearest guard.","यदि दर्शक किसी भी दरार रिसाव या संरचनात्मक क्षति को देखें तो तुरंत साइट कार्यालय या निकटतम सुरक्षा कर्मी को सूचित करें।"
"In order to reduce pollution private generators are not permitted within the monument area; only centralized power supply will be used.","प्रदूषण कम करने के लिए स्मारक क्षेत्र के भीतर निजी जेनरेटर की अनुमति नहीं है; केवल केंद्रीयकृत विद्युत आपूर्ति का उपयोग किया जाएगा।"
"Cultural performances organized in the courtyard must conclude by the stipulated time and sound levels must remain within permitted limits.","प्रांगण में आयोजित सांस्कृतिक प्रस्तुतियाँ निर्धारित समय तक ही आयोजित की जाएँ तथा ध्वनि का स्तर अनुमत सीमा के भीतर ही रखा जाए।"
"Use of metal detectors and hand-held scanners at entry is compulsory during special alerts; visitors are requested for their patience.","विशेष सतर्कता के दौरान प्रवेश पर मेटल डिटेक्टर और हैंड-हेल्ड स्कैनर का उपयोग अनिवार्य होगा; दर्शकों से धैर्य बनाए रखने का अनुरोध है।"
"Historic water bodies within the complex are not to be used for bathing washing or immersion of any objects.","परिसर के भीतर स्थित ऐतिहासिक जलाशयों का उपयोग स्नान धुलाई या किसी भी वस्तु के विसर्जन के लिए नहीं किया जा सकता।"
"Visitors are asked to refrain from feeding birds or animals inside the complex as this may disturb the ecological balance.","दर्शकों से अनुरोध है कि वे परिसर के भीतर पक्षियों या जानवरों को दाना न डालें क्योंकि इससे पारिस्थितिक संतुलन बिगड़ सकता है।"
"Public notices and maps are displayed at the main gate and visitor centre; guests are encouraged to familiarize themselves before entering.","सार्वजनिक सूचनाएँ और नक्शे मुख्य द्वार व आगंतुक केंद्र पर प्रदर्शित हैं; प्रवेश से पहले उन्हें ध्यान से देखने के लिए प्रोत्साहित किया जाता है।"
"Smoking zones are not provided within the heritage boundary; those wishing to smoke must exit to public areas beyond the compound.","धरोहर सीमा के भीतर कोई धूम्रपान क्षेत्र नहीं है; धूम्रपान करने वालों को परिसर से बाहर सार्वजनिक क्षेत्र में जाना होगा।"
"On days of extreme weather such as heavy storms or intense heatwaves visiting hours may be curtailed for visitor safety.","भीषण तूफ़ान या प्रचंड गर्मी की स्थिति में दर्शकों की सुरक्षा हेतु दर्शनीय समय घटाया जा सकता है।"
"Heritage interpretation panels are provided in multiple languages; visitors are encouraged to read these for a fuller understanding of the site.","धरोहर व्याख्या पट्ट कई भाषाओं में उपलब्ध हैं; दर्शकों को स्थल की बेहतर समझ के लिए इन्हें पढ़ने के लिए प्रोत्साहित किया जाता है।"
"Group leaders must ensure that all members especially children and elders are counted before leaving any gallery or courtyard.","समूह प्रमुखों को सुनिश्चित करना चाहिए कि किसी भी दीर्घा या प्रांगण से निकलने से पहले सभी सदस्य विशेषकर बच्चे और बुज़ुर्ग गिने जा चुके हों।"
"The site management may temporarily suspend ticket sales if the maximum carrying capacity is reached; fresh tickets will be issued once numbers reduce.","यदि अधिकतम क्षमता पूरी हो जाए तो प्रबंधन अस्थायी रूप से टिकट बिक्री रोक सकता है; संख्या घटने पर ही नए टिकट जारी किए जाएँगे।"
"Visitors are requested not to lean heavily against railings jharokhas or balcony edges as some elements are centuries old and fragile.","दर्शकों से अनुरोध है कि वे झरोखों रेलिंग या बालकनी की किनारों पर अधिक ज़ोर से न टिकें क्योंकि कुछ तत्व सदियों पुराने और नाज़ुक हैं।"
"Loud conversations shouting or playing music through phones in open courtyards may disturb others and are therefore discouraged.","खुले प्रांगणों में ऊँची आवाज़ में बातचीत चिल्लाना या मोबाइल से संगीत बजाना अन्य दर्शकों को परेशान कर सकता है और इसे हतोत्साहित किया जाता है।"
"Temporary exhibitions may require an additional ticket beyond the standard monument entry fee; combined passes are available at the counter.","अस्थायी प्रदर्शनियों के लिए सामान्य स्मारक प्रवेश शुल्क के अतिरिक्त टिकट की आवश्यकता हो सकती है; काउंटर पर संयोजित पास उपलब्ध हैं।"
"Research photography of inscriptions or paintings must be done without flash and only after registering one’s details with the site office.","शिलालेखों या चित्रों की शोध-उद्देश्य वाली फोटोग्राफी फ्लैश के बिना और केवल साइट कार्यालय में अपना विवरण दर्ज कराने के बाद ही की जा सकती है।"
"Visitors are requested to dress modestly and respectfully as the site may include sacred or ritual spaces of cultural importance.","दर्शकों से अनुरोध है कि वे मर्यादित और सम्मानजनक वस्त्र धारण करें क्योंकि स्थल में सांस्कृतिक महत्त्व वाले पवित्र या अनुष्ठानिक स्थान हो सकते हैं।"
"Any commercial filming fashion shoots or advertising projects must be scheduled outside normal visiting hours unless specially permitted.","किसी भी व्यावसायिक फिल्मांकन फैशन शूट या विज्ञापन परियोजना को सामान्य दर्शनीय समय से बाहर ही निर्धारित किया जाएगा जब तक विशेष अनुमति न हो।"
"Parking for buses and large coaches is available only in the designated area; idling engines near the monument gateway are not permitted.","बसों और बड़े कोचों की पार्किंग केवल निर्धारित क्षेत्र में उपलब्ध है; स्मारक द्वार के पास इंजन चालू रखकर खड़ा होने की अनुमति नहीं है।"
"Wheelchair users and visitors with reduced mobility can request an escort at the visitor centre; availability will depend on staff strength.","व्हीलचेयर उपयोगकर्ताओं और सीमित गतिशीलता वाले दर्शकों के लिए सहायक कर्मचारी आगंतुक केंद्र से माँगे जा सकते हैं; उपलब्धता कर्मचारियों की संख्या पर निर्भर करेगी।"
"For night viewing sessions visitors are advised to carry a light shawl or jacket as temperature may drop after sunset.","रात्रि दर्शन सत्रों के लिए दर्शकों को सलाह दी जाती है कि वे हल्का शॉल या जैकेट साथ रखें क्योंकि सूर्यास्त के बाद तापमान गिर सकता है।"
"Special interpretation walks led by historians or conservation architects will be announced in advance on the official notice board.","इतिहासकारों या संरक्षण वास्तुकारों द्वारा विशेष व्याख्या भ्रमण की घोषणा पूर्व में आधिकारिक सूचना पट पर की जाएगी।"
"The sale of plastic bottles within the monument precinct is restricted; visitors are encouraged to refill bottles at designated water stations.","स्मारक परिसर के भीतर प्लास्टिक बोतलों की बिक्री सीमित है; दर्शकों को निर्धारित जल बिंदुओं पर बोतलें दोबारा भरने के लिए प्रोत्साहित किया जाता है।"
"Sound and light show tickets are non-transferable and valid only for the date and time printed; late arrivals may not be seated.","साउंड एंड लाइट शो के टिकट हस्तांतरणीय नहीं हैं और केवल मुद्रित तिथि एवं समय के लिए मान्य हैं; देर से पहुँचने वालों को प्रवेश नहीं मिल सकता।"
"Visitors are advised to consult the site map to choose shorter routes if travelling with elderly family members or very young children.","बुज़ुर्ग परिजनों या छोटे बच्चों के साथ आने वाले दर्शकों को सलाह दी जाती है कि वे साइट मैप देखकर छोटे मार्ग चुनें।"
"Any organized religious activity collective chanting or rituals must receive prior written approval from the competent authority.","किसी भी संगठित धार्मिक गतिविधि सामूहिक जप या अनुष्ठान के लिए सक्षम प्राधिकरण से पूर्व लिखित स्वीकृति आवश्यक है।"
"Multi-lingual audio guides are disinfected regularly; visitors are requested to return devices promptly at the end of their tour.","बहुभाषी ऑडियो गाइडों को नियमित रूप से कीटाणुरहित किया जाता है; दर्शकों से अनुरोध है कि वे अपना भ्रमण समाप्त होते ही उपकरण लौटा दें।"
"In order to preserve the stone floors visitors are requested to avoid dragging heavy bags or trolleys across polished surfaces.","पत्थर के फ़र्श की सुरक्षा के लिए दर्शकों से अनुरोध है कि वे भारी बैग या ट्रॉली को पॉलिश सतहों पर घसीटने से बचें।"
"Temporary ramps may be provided at selected locations; visitors requiring assistance should contact the information desk on arrival.","चयनित स्थानों पर अस्थायी रैंप उपलब्ध हो सकते हैं; सहायता की आवश्यकता वाले दर्शक आगमन पर सूचना डेस्क से संपर्क करें।"
"Use of high-heeled shoes on narrow staircases is discouraged for safety reasons; visitors should walk carefully and hold handrails.","सुरक्षा कारणों से सँकरी सीढ़ियों पर ऊँची एड़ी के जूते पहनने से बचने की सलाह दी जाती है; दर्शक सावधानी से चलें और रेलिंग पकड़ें।"
"School tour organizers must brief students on basic heritage etiquette before entering including rules against graffiti and loud behaviour.","स्कूल भ्रमण आयोजकों को प्रवेश से पहले विद्यार्थियों को मूल धरोहर शिष्टाचार समझाना चाहिए जिसमें ग्रैफ़िटी और ऊँची आवाज़ से व्यवहार के विरुद्ध नियम शामिल हों।"
"Visitors are requested to switch their mobile phones to silent or vibration mode while attending any lecture show or guided tour.","किसी भी व्याख्यान शो या निर्देशित भ्रमण के दौरान दर्शकों से अनुरोध है कि वे अपने मोबाइल फ़ोन को साइलेंट या वाइब्रेशन मोड पर रखें।"
"Garbage segregation bins have been provided in the visitor centre; recyclable and non-recyclable waste should be placed in the correct containers.","आगंतुक केंद्र में कचरा पृथक्करण हेतु डिब्बे उपलब्ध हैं; पुनर्चक्रण योग्य और गैर-पुनर्चक्रण योग्य कचरा अलग-अलग डिब्बों में डाला जाए।"
"Heritage site staff wear identifiable uniforms and badges; in case of doubt visitors should approach only clearly marked officials for assistance.","धरोहर स्थल का कर्मचारी चिन्हित वर्दी और बैज पहनता है; किसी भी संदेह की स्थिति में दर्शक केवल स्पष्ट रूप से चिह्नित अधिकारियों से ही सहायता लें।"
"Public notices regarding any change in opening hours ticket prices or access restrictions will be posted on the main gate notice board.","खुलने के समय टिकट दरों या प्रवेश प्रतिबंधों में किसी भी परिवर्तन से संबंधित सार्वजनिक सूचना मुख्य द्वार के नोटिस बोर्ड पर दर्ज की जाएगी।"
"Drone shows laser projections or projection mapping events if organized will follow strict safety guidelines and clearly marked no-go zones.","आयोजित किए जाने वाले ड्रोन शो लेज़र प्रोजेक्शन या प्रोजेक्शन मैपिंग कार्यक्रम सख्त सुरक्षा निर्देशों और स्पष्ट रूप से चिह्नित नो-गो ज़ोन के अनुसार ही होंगे।"
"In case of overcrowding certain inner chambers or narrow passages may be temporarily made one-way to ensure smooth movement.","अत्यधिक भीड़ की स्थिति में कुछ आंतरिक कक्ष या सँकरे मार्ग सुचारु आवागमन के लिए अस्थायी रूप से एकतरफ़ा किए जा सकते हैं।"
"Visitors are reminded that removing even small stones bricks or fragments from the site is illegal and punishable.","दर्शकों को स्मरण दिलाया जाता है कि स्थल से छोटे पत्थर ईंट या टुकड़े तक हटाना अवैध और दंडनीय है।"
"Use of chalk or powder to highlight carvings for photography is strictly prohibited as it causes surface erosion.","फोटोग्राफी के लिए नक्काशी को उभारने हेतु चॉक या पाउडर का उपयोग सख्ती से प्रतिबंधित है क्योंकि इससे सतह का क्षरण होता है।"
"The heritage site management encourages visitors to share feedback through the official feedback forms available at the exit.","धरोहर स्थल प्रबंधन आगंतुकों को निकास पर उपलब्ध आधिकारिक प्रतिक्रिया प्रपत्रों के माध्यम से सुझाव साझा करने के लिए प्रोत्साहित करता है।"
"Visitors are requested not to cross ropes chains or low barriers that have been placed to protect fragile areas and artifacts.","दर्शकों से अनुरोध है कि वे नाज़ुक क्षेत्रों और कलाकृतियों की सुरक्षा हेतु लगाई गई रस्सियों चेन या नीची बैरिकेड को पार न करें।"
"Any organized picnic large group meal or community gathering within the boundary requires prior written approval from the authorities.","परिसर के भीतर किसी भी संगठित पिकनिक सामूहिक भोजन या समुदायिक जुटान के लिए प्राधिकरण से पूर्व लिखित स्वीकृति आवश्यक है।"
"Visitors using audio guides are advised to adjust the volume to a level that does not disturb others in the same gallery.","ऑडियो गाइड उपयोग करने वाले दर्शकों को सलाह दी जाती है कि वे ध्वनि का स्तर इतना ही रखें कि अन्य दर्शकों को असुविधा न हो।"
